timestep,dwellings,lad16nm,lad_uk_2016
2022,40092.75346300001,,W06000020
2022,40388.21618599999,,W06000021
2022,64894.29348700001,,W06000022
2022,59948.936998,,W06000023
2022,24739.640728,,W06000024
2022,22288.0,,S12000005
2022,70261.0,,S12000006
2022,55780.0,,S12000008
2022,48028.0,,S12000010
2022,40686.0,,S12000011
2022,12829.0,,S12000013
2022,74634.0,,S12000014
2022,158815.0,,S12000015
2022,111171.0,,S12000017
2022,37612.0,,S12000018
2022,41390.0,,S12000019
2022,44128.0,,S12000020
2022,64254.0,,S12000021
2022,10673.0,,S12000023
2022,70364.0,,S12000024
2022,55635.0,,S12000026
2022,10590.0,,S12000027
2022,52909.0,,S12000028
2022,149822.0,,S12000029
2022,41078.0,,S12000030
2022,111174.0,,S12000033
2022,115976.0,,S12000034
2022,41691.0,,S12000035
2022,248070.0,,S12000036
2022,87769.0,,S12000038
2022,43342.0,,S12000039
2022,82420.0,,S12000040
2022,54892.0,,S12000041
2022,71554.0,,S12000042
2022,155640.0,,S12000044
2022,42137.0,,S12000045
2022,304103.0,,S12000046
2022,56863.0,,N09000001
2022,83858.0,,N09000002
2022,144524.0,,N09000003
2022,56679.0,,N09000004
2022,58571.0,,N09000005
2022,44295.0,,N09000006
2022,58696.0,,N09000007
2022,57221.0,,N09000008
2022,53015.0,,N09000009
2022,67735.0,,N09000010
2022,67818.0,,N09000011
2023,42230.924999999996,,E06000001
2023,57451.215,,E06000002
2023,62290.204,,E06000003
2023,83985.087,,E06000004
2023,48396.630999999994,,E06000005
2023,56201.802,,E06000006
2023,94100.104,,E06000007
2023,57553.894,,E06000008
2023,62644.911,,E06000009
2023,114780.78,,E06000010
2023,149842.33399999997,,E06000011
2023,71007.51199999999,,E06000012
2023,74843.06899999999,,E06000013
2023,88912.00599999998,,E06000014
2023,107220.367,,E06000015
2023,128476.337,,E06000016
2023,17060.933999999997,,E06000017
2023,130766.63399999999,,E06000018
2023,84588.589,,E06000019
2023,72451.144,,E06000020
2023,111703.428,,E06000021
2023,79394.93900000001,,E06000022
2023,201546.673,,E06000023
2023,99622.88600000001,,E06000024
2023,121701.63,,E06000025
2023,112171.115,,E06000026
2023,63358.526000000005,,E06000027
2023,90876.13300000002,,E06000028
2023,66607.17,,E06000029
2023,96670.036,,E06000030
2023,80315.992,,E06000033
2023,69849.18100000001,,E06000034
2023,118152.08799999999,,E06000035
2023,51266.053,,E06000036
2023,67867.507,,E06000037
2023,67907.754,,E06000038
2023,56521.531,,E06000039
2023,62698.490000000005,,E06000040
2023,66806.284,,E06000041
2023,130761.861,,E06000043
2023,92087.18099999998,,E06000044
2023,103614.671,,E06000045
2023,66156.223,,E06000046
2023,237287.336,,E06000047
2023,170605.761,,E06000049
2023,150057.231,,E06000050
2023,142777.5,,E06000051
2023,252108.031,,E06000052
2023,1019.7180000000001,,E06000053
2023,218664.739,,E06000054
2023,144800.227,,E06000057
2023,43890.702999999994,,E07000008
2023,38941.554000000004,,E07000009
2023,77310.65300000002,,E07000011
2023,66935.23,,E07000012
2023,43969.075,,E07000026
2023,30812.003,,E07000027
2023,49683.03199999999,,E07000028
2023,29438.356,,E07000029
2023,24133.939999999995,,E07000030
2023,47921.053,,E07000031
2023,56771.263000000006,,E07000032
2023,35832.053,,E07000033
2023,48958.645000000004,,E07000034
2023,32687.469000000005,,E07000035
2023,52728.941999999995,,E07000036
2023,41852.424,,E07000037
2023,45613.175,,E07000038
2023,45540.316999999995,,E07000039
2023,66774.676,,E07000040
2023,55964.993,,E07000041
2023,35468.566000000006,,E07000042
2023,41917.575,,E07000043
2023,39529.527,,E07000044
2023,60496.812999999995,,E07000045
2023,31580.483,,E07000046
2023,24690.898999999998,,E07000047
2023,23166.175,,E07000048
2023,39969.437,,E07000049
2023,31676.207999999995,,E07000050
2023,21004.471,,E07000051
2023,48218.013000000006,,E07000052
2023,30412.485,,E07000053
2023,49565.200000000004,,E07000061
2023,44615.064,,E07000062
2023,46744.31300000001,,E07000063
2023,45626.56000000001,,E07000064
2023,72938.378,,E07000065
2023,80334.715,,E07000066
2023,66940.557,,E07000067
2023,33249.553,,E07000068
2023,38381.58500000001,,E07000069
2023,75759.62899999999,,E07000070
2023,84278.753,,E07000071
2023,56744.97900000001,,E07000072
2023,36732.403999999995,,E07000073
2023,28248.494,,E07000074
2023,36010.07900000001,,E07000075
2023,69393.144,,E07000076
2023,37179.623,,E07000077
2023,52771.259999999995,,E07000078
2023,39736.806,,E07000079
2023,37905.424999999996,,E07000080
2023,56031.539000000004,,E07000081
2023,52899.47699999999,,E07000082
2023,40752.285,,E07000083
2023,76850.669,,E07000084
2023,51349.33499999999,,E07000085
2023,57065.198,,E07000086
2023,51159.64200000001,,E07000087
2023,38919.023,,E07000088
2023,38655.413,,E07000089
2023,55297.65,,E07000090
2023,81756.773,,E07000091
2023,38338.544,,E07000092
2023,53241.398,,E07000093
2023,51901.55500000001,,E07000094
2023,41147.694,,E07000095
2023,67524.299,,E07000096
2023,43013.215,,E07000098
2023,58924.09100000001,,E07000099
2023,39687.07,,E07000102
2023,42115.35600000001,,E07000103
2023,56318.70799999999,,E07000105
2023,69849.82699999999,,E07000106
2023,47075.001,,E07000107
2023,52628.864,,E07000108
2023,44593.630000000005,,E07000109
2023,73380.139,,E07000110
2023,50867.812999999995,,E07000111
2023,53024.551,,E07000112
2023,65040.768000000004,,E07000113
2023,67811.281,,E07000114
2023,54457.656,,E07000115
2023,50814.75600000001,,E07000116
2023,37939.39000000001,,E07000117
2023,52432.054000000004,,E07000118
2023,38641.368,,E07000119
2023,34929.140999999996,,E07000120
2023,59220.46000000001,,E07000121
2023,38638.522,,E07000122
2023,57737.47100000001,,E07000123
2023,26587.839,,E07000124
2023,31107.064000000002,,E07000125
2023,48345.938,,E07000126
2023,47098.713,,E07000127
2023,50123.05900000001,,E07000128
2023,43320.169,,E07000129
2023,75832.74100000001,,E07000130
2023,40146.827000000005,,E07000131
2023,51611.85399999999,,E07000132
2023,22786.726,,E07000133
2023,44559.067,,E07000134
2023,21052.0,,E07000135
2023,29007.033,,E07000136
2023,65244.77100000001,,E07000137
2023,41761.197,,E07000138
2023,51793.591,,E07000139
2023,40721.008,,E07000140
2023,65090.52799999999,,E07000141
2023,43483.865999999995,,E07000142
2023,61499.312999999995,,E07000143
2023,56834.28199999999,,E07000144
2023,44347.159,,E07000145
2023,66704.106,,E07000146
2023,49393.825,,E07000147
2023,64778.413,,E07000148
2023,61871.16799999999,,E07000149
2023,26540.604000000007,,E07000163
2023,40897.022,,E07000164
2023,70910.304,,E07000165
2023,21784.667999999998,,E07000166
2023,24991.340000000004,,E07000167
2023,50379.758,,E07000168
2023,38344.407999999996,,E07000169
2023,56998.35999999999,,E07000170
2023,50924.32100000001,,E07000171
2023,49437.803,,E07000172
2023,53449.721000000005,,E07000173
2023,48379.251000000004,,E07000174
2023,54609.217,,E07000175
2023,49904.342000000004,,E07000176
2023,51389.93200000001,,E07000187
2023,55696.487,,E07000188
2023,75832.573,,E07000189
2023,53140.269,,E07000190
2023,16048.122000000003,,E07000191
2023,43472.141,,E07000192
2023,51019.85399999999,,E07000193
2023,44192.415,,E07000194
2023,57189.952000000005,,E07000195
2023,47881.441000000006,,E07000196
2023,59940.297,,E07000197
2023,44181.021,,E07000198
2023,32870.95,,E07000199
2023,41435.601,,E07000200
2023,27700.997000000003,,E07000201
2023,62204.47899999999,,E07000202
2023,45936.316000000006,,E07000203
2023,48991.395000000004,,E07000204
2023,58485.725999999995,,E07000205
2023,53918.091,,E07000206
2023,56416.205,,E07000207
2023,32614.457000000002,,E07000208
2023,58040.536,,E07000209
2023,38253.87300000001,,E07000210
2023,61627.51700000001,,E07000211
2023,35926.326,,E07000212
2023,41429.933000000005,,E07000213
2023,35642.27500000001,,E07000214
2023,37227.778,,E07000215
2023,51621.831000000006,,E07000216
2023,40498.064000000006,,E07000217
2023,27692.753999999997,,E07000218
2023,56344.239,,E07000219
2023,46387.159,,E07000220
2023,55834.751000000004,,E07000221
2023,61037.98700000001,,E07000222
2023,29361.321,,E07000223
2023,75016.65000000002,,E07000224
2023,55439.528,,E07000225
2023,46379.880999999994,,E07000226
2023,62222.289000000004,,E07000227
2023,64839.32500000001,,E07000228
2023,52695.25,,E07000229
2023,41886.246,,E07000234
2023,35238.905000000006,,E07000235
2023,35810.705,,E07000236
2023,45343.98799999999,,E07000237
2023,55729.52099999999,,E07000238
2023,46164.304,,E07000239
2023,60605.435,,E07000240
2023,50701.20300000001,,E07000241
2023,65422.67700000001,,E07000242
2023,38240.236000000004,,E07000243
2023,122342.80099999999,,E08000001
2023,82290.88799999999,,E08000002
2023,225091.76,,E08000003
2023,95599.54500000001,,E08000004
2023,93137.01999999999,,E08000005
2023,117800.081,,E08000006
2023,129073.31100000002,,E08000007
2023,99817.857,,E08000008
2023,100693.21299999999,,E08000009
2023,146315.34900000002,,E08000010
2023,63851.083,,E08000011
2023,228349.74500000002,,E08000012
2023,80942.299,,E08000013
2023,121892.772,,E08000014
2023,145183.22900000002,,E08000015
2023,112738.12900000002,,E08000016
2023,132459.244,,E08000017
2023,113733.69099999999,,E08000018
2023,247930.69400000002,,E08000019
2023,124788.76100000001,,E08000021
2023,96099.97399999999,,E08000022
2023,69837.72200000001,,E08000023
2023,122873.959,,E08000024
2023,437377.94700000004,,E08000025
2023,155006.905,,E08000026
2023,135660.23099999997,,E08000027
2023,130770.92199999999,,E08000028
2023,92574.802,,E08000029
2023,114994.489,,E08000030
2023,107804.98999999999,,E08000031
2023,205410.277,,E08000032
2023,95822.80900000001,,E08000033
2023,184456.66000000003,,E08000034
2023,339385.103,,E08000035
2023,151973.26400000002,,E08000036
2023,91829.80800000002,,E08000037
2023,3325.9850000000006,,E09000001
2023,83968.45599999999,,E09000002
2023,157705.253,,E09000003
2023,103684.76899999999,,E09000004
2023,119133.675,,E09000005
2023,147547.19900000002,,E09000006
2023,114381.398,,E09000007
2023,160356.25199999998,,E09000008
2023,127235.997,,E09000009
2023,136773.71600000001,,E09000010
2023,116946.79600000002,,E09000011
2023,126025.372,,E09000012
2023,79822.68,,E09000013
2023,115348.98999999999,,E09000014
2023,88844.77899999998,,E09000015
2023,109891.725,,E09000016
2023,114909.003,,E09000017
2023,104100.738,,E09000018
2023,111082.299,,E09000019
2023,75885.247,,E09000020
2023,72146.983,,E09000021
2023,142905.20400000003,,E09000022
2023,136952.49200000003,,E09000023
2023,82166.82899999998,,E09000024
2023,119570.11899999999,,E09000025
2023,114870.42100000003,,E09000026
2023,86517.31599999999,,E09000027
2023,137493.528,,E09000028
2023,85854.45,,E09000029
2023,139907.393,,E09000030
2023,107006.02000000002,,E09000031
2023,136877.559,,E09000032
2023,120189.07200000001,,E09000033
2023,31476.940223999998,,W06000001
2023,55716.100213,,W06000002
2023,53364.86737800001,,W06000003
2023,42296.55708299999,,W06000004
2023,67588.475006,,W06000005
2023,61942.806701,,W06000006
2023,33229.448974,,W06000008
2023,56074.67071499999,,W06000009
2023,82473.91304000001,,W06000010
2023,112586.22692799997,,W06000011
2023,62600.060211,,W06000012
2023,62676.91835,,W06000013
2023,57008.514245000006,,W06000014
2023,163914.63031100002,,W06000015
2023,107058.95749099998,,W06000016
2023,78177.663239,,W06000018
2023,31277.497006,,W06000019
2023,40208.45607,,W06000020
2023,40541.05587799999,,W06000021
2023,65280.805755999994,,W06000022
2023,60002.88819699999,,W06000023
2023,24769.178760999996,,W06000024
2023,22378.0,,S12000005
2023,70355.0,,S12000006
2023,55914.0,,S12000008
2023,48540.0,,S12000010
2023,41056.0,,S12000011
2023,12814.0,,S12000013
2023,75153.0,,S12000014
2023,159598.0,,S12000015
2023,111639.0,,S12000017
2023,37549.0,,S12000018
2023,41949.0,,S12000019
2023,44461.0,,S12000020
2023,64287.0,,S12000021
2023,10724.0,,S12000023
2023,70885.0,,S12000024
2023,55884.0,,S12000026
2023,10632.0,,S12000027
2023,53005.0,,S12000028
2023,150623.0,,S12000029
2023,41371.0,,S12000030
2023,111655.0,,S12000033
2023,116880.0,,S12000034
2023,41657.0,,S12000035
2023,250556.0,,S12000036
2023,88249.0,,S12000038
2023,43426.0,,S12000039
2023,83172.0,,S12000040
2023,55117.0,,S12000041
2023,71769.0,,S12000042
2023,156360.0,,S12000044
2023,42485.0,,S12000045
2023,305824.0,,S12000046
2023,57186.0,,N09000001
2023,84743.0,,N09000002
2023,144896.0,,N09000003
2023,56940.0,,N09000004
2023,58763.0,,N09000005
2023,44565.0,,N09000006
2023,59345.0,,N09000007
2023,57554.0,,N09000008
2023,53546.0,,N09000009
2023,68330.0,,N09000010
2023,68241.0,,N09000011
2024,42305.215000000004,,E06000001
2024,57513.62699999999,,E06000002
2024,62382.906,,E06000003
2024,84350.225,,E06000004
2024,48503.257,,E06000005
2024,56426.848,,E06000006
2024,94675.556,,E06000007
2024,57673.757999999994,,E06000008
2024,62579.647999999994,,E06000009
2024,115007.93600000002,,E06000010
2024,150502.58899999998,,E06000011
2024,71079.722,,E06000012
2024,75202.976,,E06000013
2024,89397.92800000001,,E06000014
2024,107796.808,,E06000015
2024,129507.84,,E06000016
2024,17193.386000000002,,E06000017
2024,131435.168,,E06000018
2024,85183.188,,E06000019
2024,73028.355,,E06000020
2024,112111.26000000001,,E06000021
2024,79924.386,,E06000022
2024,203156.75399999996,,E06000023
2024,100597.39199999999,,E06000024
2024,122856.22200000001,,E06000025
2024,112535.606,,E06000026
2024,63802.379,,E06000027
2024,91582.562,,E06000028
2024,66980.111,,E06000029
2024,97358.43900000001,,E06000030
2024,81049.557,,E06000033
2024,70630.19900000001,,E06000034
2024,119235.40299999999,,E06000035
2024,51652.221000000005,,E06000036
2024,68305.609,,E06000037
2024,68307.692,,E06000038
2024,56931.17300000001,,E06000039
2024,63049.184,,E06000040
2024,67326.532,,E06000041
2024,131673.4,,E06000043
2024,92595.846,,E06000044
2024,104186.801,,E06000045
2024,66629.038,,E06000046
2024,238188.06,,E06000047
2024,171405.51400000002,,E06000049
2024,150674.07,,E06000050
2024,143805.55299999999,,E06000051
2024,254141.292,,E06000052
2024,1018.113,,E06000053
2024,220301.029,,E06000054
2024,145293.624,,E06000057
2024,43969.85399999999,,E07000008
2024,39259.28199999999,,E07000009
2024,77937.131,,E07000011
2024,67493.071,,E07000012
2024,44052.883,,E07000026
2024,30709.607,,E07000027
2024,49779.45,,E07000028
2024,29359.385000000002,,E07000029
2024,24210.379,,E07000030
2024,48025.422999999995,,E07000031
2024,57126.07699999999,,E07000032
2024,36067.409,,E07000033
2024,49143.755000000005,,E07000034
2024,32847.278,,E07000035
2024,53025.929,,E07000036
2024,42057.071,,E07000037
2024,45827.138000000006,,E07000038
2024,46007.706000000006,,E07000039
2024,67494.016,,E07000040
2024,56462.723,,E07000041
2024,35711.977,,E07000042
2024,42117.71400000001,,E07000043
2024,39763.929,,E07000044
2024,61094.55699999999,,E07000045
2024,31876.502000000004,,E07000046
2024,24867.256999999998,,E07000047
2024,23369.684,,E07000048
2024,40240.583,,E07000049
2024,31908.010000000006,,E07000050
2024,21120.775999999998,,E07000051
2024,48599.418999999994,,E07000052
2024,30595.573999999997,,E07000053
2024,50080.163,,E07000061
2024,44928.829,,E07000062
2024,47208.623999999996,,E07000063
2024,46150.36,,E07000064
2024,73810.48999999999,,E07000065
2024,81087.702,,E07000066
2024,67475.79600000002,,E07000067
2024,33513.194,,E07000068
2024,38637.742,,E07000069
2024,76341.93,,E07000070
2024,85188.38200000001,,E07000071
2024,57234.151999999995,,E07000072
2024,36995.626,,E07000073
2024,28493.956,,E07000074
2024,36316.546,,E07000075
2024,70135.932,,E07000076
2024,37650.492,,E07000077
2024,53042.883,,E07000078
2024,40055.307,,E07000079
2024,38230.027,,E07000080
2024,56551.886,,E07000081
2024,53397.993,,E07000082
2024,41195.664000000004,,E07000083
2024,77399.275,,E07000084
2024,51715.632,,E07000085
2024,57470.03600000001,,E07000086
2024,51524.337,,E07000087
2024,39213.884000000005,,E07000088
2024,38871.44500000001,,E07000089
2024,55663.268,,E07000090
2024,82262.386,,E07000091
2024,38463.744999999995,,E07000092
2024,53655.113,,E07000093
2024,52320.62700000001,,E07000094
2024,41437.953,,E07000095
2024,68107.36300000001,,E07000096
2024,43350.515,,E07000098
2024,59464.822,,E07000099
2024,40040.352,,E07000102
2024,42494.267,,E07000103
2024,56965.584,,E07000105
2024,70625.614,,E07000106
2024,47647.82400000001,,E07000107
2024,53094.392,,E07000108
2024,44959.64200000001,,E07000109
2024,74145.49100000001,,E07000110
2024,51250.170000000006,,E07000111
2024,53531.795,,E07000112
2024,65820.137,,E07000113
2024,68598.747,,E07000114
2024,54976.890999999996,,E07000115
2024,51168.664000000004,,E07000116
2024,37992.708,,E07000117
2024,52945.477,,E07000118
2024,38897.362,,E07000119
2024,34940.682,,E07000120
2024,59357.078,,E07000121
2024,38721.619999999995,,E07000122
2024,57758.792,,E07000123
2024,26736.868000000002,,E07000124
2024,31269.297000000006,,E07000125
2024,48509.485,,E07000126
2024,47217.602999999996,,E07000127
2024,50378.424,,E07000128
2024,43662.215,,E07000129
2024,76620.00700000001,,E07000130
2024,40565.223,,E07000131
2024,52084.134999999995,,E07000132
2024,22876.797000000002,,E07000133
2024,45013.899000000005,,E07000134
2024,21135.054000000004,,E07000135
2024,29167.334,,E07000136
2024,65568.532,,E07000137
2024,41934.081,,E07000138
2024,52156.694,,E07000139
2024,41026.56,,E07000140
2024,65671.76200000002,,E07000141
2024,43831.203,,E07000142
2024,62109.067,,E07000143
2024,57191.459,,E07000144
2024,44563.959,,E07000145
2024,67126.401,,E07000146
2024,49737.429000000004,,E07000147
2024,65125.355,,E07000148
2024,62569.829,,E07000149
2024,26682.816,,E07000163
2024,41044.803,,E07000164
2024,71160.001,,E07000165
2024,21776.301,,E07000166
2024,25176.169,,E07000167
2024,50528.236000000004,,E07000168
2024,38666.228,,E07000169
2024,57430.55100000001,,E07000170
2024,51201.655999999995,,E07000171
2024,49703.05100000001,,E07000172
2024,53795.931,,E07000173
2024,48702.243,,E07000174
2024,55069.45700000001,,E07000175
2024,50312.682,,E07000176
2024,51839.761000000006,,E07000187
2024,56247.479999999996,,E07000188
2024,76340.12700000001,,E07000189
2024,53680.24100000001,,E07000190
2024,16128.69,,E07000191
2024,43658.827000000005,,E07000192
2024,51303.57,,E07000193
2024,44406.474,,E07000194
2024,57525.212,,E07000195
2024,48117.664,,E07000196
2024,60210.736000000004,,E07000197
2024,44331.72,,E07000198
2024,32983.591,,E07000199
2024,41771.536,,E07000200
2024,27920.195,,E07000201
2024,62617.551999999996,,E07000202
